Dates,Program,Mission,Artist,Song,Comment,Genre,Style,Year,Discogs Master,Discogs URI
1994-02-07,SPACE SHUTTLE,STS-60,The fourth graders of the Armand Bayou Elementary School in Clear Lake,Let There Be Peace On Earth,"One of the singers was Emily Reightler, the daughter of shuttle pilot Ken Reightler. She was celebrating her tenth birthday.",,,,,
1994-02-08,SPACE SHUTTLE,STS-60,Lynyrd Skynyrd,Sweet Home Alabama,in honor of astronaut Jan Davis of Huntsville.,Rock,Southern Rock,1992.0,https://api.discogs.com/masters/793081,https://www.discogs.com/Lynyrd-Skynyrd-Sweet-Home-Alabama/master/793081
1994-02-09,SPACE SHUTTLE,STS-60,Unidentified,Russian Folk Tunes,"in honor of Mission Specialist Sergei Krikalev, the first Russian cosmonaut to fly aboard a U.S. spacecraft.","Folk, World, & Country",,1984.0,https://api.discogs.com/masters/870297,https://www.discogs.com/Various-Russian-Folk-Dance-Music-Popular-Folk-Songs-And-Tunes/release/3177384
1994-02-10,SPACE SHUTTLE,STS-60,The Beach Boys,I Get Around,,Rock,Surf,2005.0,https://api.discogs.com/masters/1649737,https://www.discogs.com/The-Beach-Boys-I-Get-Around/master/1649737
1994-02-11,SPACE SHUTTLE,STS-60,Simon & Garfunkel.,Homeward Bound,,"Folk, World, & Country",,1966.0,https://api.discogs.com/masters/209363,https://www.discogs.com/Simon-Garfunkel-Homeward-Bound/release/6703004
1994-03-05,SPACE SHUTTLE,STS-62,James Brown,I Got You (I Feel Good),,Funk / Soul,Soul,1970.0,https://api.discogs.com/masters/65272,https://www.discogs.com/James-Brown-I-Got-You-I-Feel-Good/release/4606366
1994-03-06,SPACE SHUTTLE,STS-62,Wailing Souls,"Picky, Picky Head","from movie, Cool Runnings. A favorite movie of John Casper's children. PC",,,,,
1994-03-07,SPACE SHUTTLE,STS-62,United States Military Glee Club,Medley Of Armed Forces Anthems,"The Air Force Song  (Off We Go Into the Wild Blue Yonder), Anchors Aweigh, U.S. Army Anthem, The Caissons Go Rolling Along and The Marine Corps Hymn Halls of Montezuma. The five person crew included Air Force --  Casper, Marine -- Allen, Army -- Gemar, Navy -- Thuot, and civilian Ivins. This is the first time all of the major Armed Forces were represented on once space mission, hence the medley. PC",,,,,
1994-03-08,SPACE SHUTTLE,STS-62,Cindy and Michael Rosenbaum,Space Shuttle Boogie,,,,,,
1994-03-09,SPACE SHUTTLE,STS-62,The Beach Boys,Wake The World,,Rock,,2018.0,,https://www.discogs.com/The-Beach-Boys-Wake-The-World-The-Friends-Sessions/release/12900815
1994-03-10,SPACE SHUTTLE,STS-62,Unidentified,The Marines' Hymn,,Brass & Military,,1944.0,,https://www.discogs.com/Continentals-Military-Band-The-Marines-Hymn-The-Rangers/release/12142725
1994-03-11,SPACE SHUTTLE,STS-62,Bachman-Turner Overdrive,Takin' Care Of Business,,Rock,Pop Rock,1973.0,https://api.discogs.com/masters/742015,https://www.discogs.com/Bachman-Turner-Overdrive-Takin-Care-Of-Business/master/742015
1994-03-12,SPACE SHUTTLE,STS-62,Unidentified,Be Our Guest,from movie Beauty and the Beast soundtrack in honor of the commander's two children,Jazz,Easy Listening,,,https://www.discogs.com/Johnny-Edwards-And-Ronnie-Hattingh-Be-Our-Guest/release/10614406
1994-03-13,SPACE SHUTTLE,STS-62,The Beach Boys,Surfin' USA,"Crew with half-day off, beat MCC to wakeup call. They sent down Surfin' USA by The Beach Boys. MCC responded with I Get Around by The Beach Boys.",Rock,Pop Rock,,https://api.discogs.com/masters/383801,https://www.discogs.com/The-Beach-Boys-Surfin-USA/master/383801
1994-03-13,SPACE SHUTTLE,STS-62,The Beach Boys,I Get Around,Ibid.,Rock,Surf,2005.0,https://api.discogs.com/masters/1649737,https://www.discogs.com/The-Beach-Boys-I-Get-Around/master/1649737
1994-03-14,SPACE SHUTTLE,STS-62,Yes,Starship Trooper,,Rock,Prog Rock,1971.0,https://api.discogs.com/masters/723556,https://www.discogs.com/Yes-Ive-Seen-All-Good-People-Your-Move-Starship-Trooper-Life-Seeker/master/723556
1994-03-15,SPACE SHUTTLE,STS-62,Alison Brown,View From Above,who was inspired to write the song by Mission Specialist Marsha Ivins.,,,,,
1994-03-16,SPACE SHUTTLE,STS-62,Billy Joel,Travelin' Prayer,,Rock,,1973.0,https://api.discogs.com/masters/936254,https://www.discogs.com/Billy-Joel-Travelin-Prayer/release/3220190
1994-03-17,SPACE SHUTTLE,STS-62,The Brothers Cazimero,Living In Paradise,,,,,,
1994-03-18,SPACE SHUTTLE,STS-62,The Clancy Brothers,The Mermaid,,,,,,
1994-04-18,SPACE SHUTTLE,STS-59,The White Elementary School 5th grade choir,Freedom,"Mission Specialist Rich Clifford's son, Brandon, was a student at White.",,,,,
1994-09-10,SPACE SHUTTLE,STS-64,Max Q,"Parody Of The Beach Boys Song Fun, Fun, Fun Called We'Ll Have Fun, Fun, Fun On The Shuttle",,,,,,
1994-09-11,SPACE SHUTTLE,STS-64,Max Q,Parody Of The Song My Girl Called My World,,,,,,
1994-09-12,SPACE SHUTTLE,STS-64,George Strait,Ace In The Hole,,"Folk, World, & Country",Country,1989.0,https://api.discogs.com/masters/1398350,https://www.discogs.com/George-Strait-Ace-In-The-Hole/master/1398350
1994-09-13,SPACE SHUTTLE,STS-64,Max Q,Parody Of The Beach Boys Song I Get Around Called We Orbit Around,,,,,,
1994-09-14,SPACE SHUTTLE,STS-64,Max Q,On Orbit Parody Of The Green Acres Tv Theme,,,,,,
1994-09-15,SPACE SHUTTLE,STS-64,Elvis Presley,Hound Dog,,Rock,Rock & Roll,1984.0,https://api.discogs.com/masters/624239,https://www.discogs.com/Elvis-Presley-Hound-Dog/master/624239
1994-09-16,SPACE SHUTTLE,STS-64,Max Q,Eva Surfing,,,,,,
1994-09-17,SPACE SHUTTLE,STS-64,Max Q,Another Saturday Night,,,,,,
1994-09-18,SPACE SHUTTLE,STS-64,Billy Joel,This Is The Time,,Rock,Pop Rock,1986.0,https://api.discogs.com/masters/192731,https://www.discogs.com/Billy-Joel-This-Is-The-Time/release/2100147
1994-09-19,SPACE SHUTTLE,STS-64,The Coasters,Yakety Yak,,Funk / Soul,Rock & Roll,1993.0,https://api.discogs.com/masters/747776,https://www.discogs.com/The-Coasters-Yakety-Yak/release/6138222
1994-09-20,SPACE SHUTTLE,STS-64,,Cartoon Theme Medley,Sounds of chirping birds and a crowing rooster and a medley of cartoon theme songs including Woody Woodpecker.,,,,,
1994-10-11,SPACE SHUTTLE,STS-68,Unidentified,Tiny Bubbles,There was a problem with the galley water system putting bubbles into the crew's drinking water. So Capcom Bill McArthur sent the song to the Blue shift. PC,Pop,Theme,1966.0,https://api.discogs.com/masters/225817,https://www.discogs.com/Don-Ho-Tiny-Bubbles/master/225817
1995-02-04,SPACE SHUTTLE,STS-63,Max Q,On Orbit Is The Place To Be,,,,,,
1995-02-05,SPACE SHUTTLE,STS-63,Max Q,Another Saturday Night,,,,,,
1995-02-06,SPACE SHUTTLE,STS-63,Unidentified,Make New Friends,From a Girl Scout Brownie troop (the daughter of the people who send flowers to MCC each mission is in the troop),Electronic,Breaks,2004.0,,https://www.discogs.com/Flevans-Make-New-Friends-EP/release/376203
1995-02-07,SPACE SHUTTLE,STS-63,Johann Strauss II,Blue Danube,Waltz from the soundtrack of 2001: A Space Odyssey,,,,,
1995-02-08,SPACE SHUTTLE,STS-63,Pink Floyd,Opening Sequence Of Time,"from Pink Floyd's album, Dark Side of the Moon",,,,,
1995-02-09,SPACE SHUTTLE,STS-63,Max Q,Surfing Eva,,,,,,
1995-02-10,SPACE SHUTTLE,STS-63,John Philip Sousa,Liberty Bell March,"Better known as the theme from the TV show, Monty Python's Flying Circus.",Brass & Military,,,,https://www.discogs.com/John-Philip-Sousa-Liberty-Bell-March/release/11632659
1995-02-11,SPACE SHUTTLE,STS-63,The Doors,The End,,Rock,Classic Rock,1993.0,https://api.discogs.com/masters/1113731,https://www.discogs.com/The-Doors-The-End/master/1113731
1995-06-28,SPACE SHUTTLE,STS-71,Sonny and Cher,I Got You Babe,,Rock,Pop Rock,1965.0,https://api.discogs.com/masters/109597,https://www.discogs.com/Sonny-Cher-I-Got-You-Babe/release/6435350
1995-06-29,SPACE SHUTTLE,STS-71,Nanci Griffith,From A Distance,It was preceded by special birthday greetings to Pilot Charlie Precourt from his wife and daughters.,"Folk, World, & Country",,1988.0,https://api.discogs.com/masters/718311,https://www.discogs.com/Nanci-Griffith-From-A-Distance/release/4435887
1995-06-30,SPACE SHUTTLE,STS-71,The Moody Blues,Your Wildest Dreams,,Rock,Pop Rock,1986.0,https://api.discogs.com/masters/625691,https://www.discogs.com/The-Moody-Blues-Your-Wildest-Dreams/master/625691
1995-07-01,SPACE SHUTTLE,STS-71,Unidentified,"Russian Pop Song Kuca, Kuca, Kuca (Pronounced Keesa Keesa Keesa)",,,,,,
1995-07-02,SPACE SHUTTLE,STS-71,Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes",,Rock,Folk Rock,1977.0,https://api.discogs.com/masters/170756,https://www.discogs.com/Jimmy-Buffett-Changes-In-Latitudes-Changes-In-Attitudes/release/8295959
1995-07-03,SPACE SHUTTLE,STS-71,Unidentified,The Florida State Seminole Fight Song,...in honor of former Seminole Norm Thagard...celebrating his 52nd birthday today.,,,,,
1995-07-04,SPACE SHUTTLE,STS-71,Whitney Houston,America The Beautiful,was sent to wakeup Atlantis' crew just before the undocking with the Mir space station.,,,,,
1995-07-05,SPACE SHUTTLE,STS-71,Unidentified,I Love My Moon,"Flying solo and ahead of the Mir space station by about 120 nautical miles, the crew on board Atlantis awoke to a children's song, 'I Love My Moon,' a special dedication to Commander Hoot Gibson from his 26-day old daughter Emilee Louise. Query Book has singer as Tonja Weimer.",Pop,Vocal,,https://api.discogs.com/masters/923521,https://www.discogs.com/Violet-Essex-Bessie-Jones-Dear-Love-My-Love-I-Love-The-Moon/release/7811939
1995-07-06,SPACE SHUTTLE,STS-71,Unidentified,"Beatles' Hello, Goodbye Parody",,,,,,
1995-07-06,SPACE SHUTTLE,STS-71,Unidentified,Paul Anka's Lay Your Head On My Shoulder Parody,,,,,,
1995-07-07,SPACE SHUTTLE,STS-71,Supertramp,Take The Long Way Home,,Rock,Pop Rock,1980.0,https://api.discogs.com/masters/261913,https://www.discogs.com/Supertramp-Take-The-Long-Way-Home/master/261913
1995-07-14,SPACE SHUTTLE,STS-70,Unidentified,Woody Woodpecker (Theme),"The crew of STS-70 was awakened shortly after three this morning Central time to the theme from 'Woody Woodpecker,' a cartoon character adopted as the mascot for the mission when real woodpeckers plucked holes in protective insulation on Discovery's external fuel tank last month causing a delay in the mission. MCC Status Report",Children's,,1968.0,https://api.discogs.com/masters/1637378,https://www.discogs.com/Woody-Woodpecker-And-His-Friends-Woody-Woodpecker-Theme/release/10422726
1995-07-15,SPACE SHUTTLE,STS-70,Kate Smith,Beautiful Ohio,The workday began shortly after two o'clock this morning with a wakeup call from Kate Smith singing 'Beautiful Ohio' in honor of four of the five crewmembers being from that state. MCC Status Report,,,,,
1995-07-16,SPACE SHUTTLE,STS-70,"Mission Specialist Nancy Currie's 8-year-old daughter Stephanie, and her Ferguson Elementary School second-grade classmates",God Bless The USA,"The crew was awakened at 1:11 a.m. CDT to the sounds of Mission Specialist Nancy Currie's 8-year-old daughter, Stephanie, and her Ferguson Elementary School second-grade classmates singing 'God Bless the USA.'  MCC Status Report. JSC (Johnson Space Center) Query Book has song as God Bless America.",,,,,
1995-07-17,SPACE SHUTTLE,STS-70,Unidentified,"Fight Song For The Cleveland Indians, Talkin' Tribe.","Mission Specialist Mary Ellen Weber responded with 'Good mornin' Houston, how 'bout then Indians?' MCC Status Report",,,,,
1995-07-18,SPACE SHUTTLE,STS-70,Gene Hackemack,Beer Barrel Polka,because Cleveland is the polka capital of the world.,,,,,
1995-07-18,SPACE SHUTTLE,STS-70,Jack Nitzsche,Starman,Mission Control sent the theme from the movie Starman as a good night call.,Electronic,Soundtrack,1984.0,https://api.discogs.com/masters/75576,https://www.discogs.com/Jack-Nitzsche-John-Carpenters-Starman/release/2409746
1995-07-19,SPACE SHUTTLE,STS-70,Unidentified,Unidentified,Unknown.,,,,,
1995-07-20,SPACE SHUTTLE,STS-70,Unidentified,Eyes Of Texas,a UT song. Randy Stone switched from an Aggie song to a UT song.,Brass & Military,,1928.0,,https://www.discogs.com/University-of-Texas-Long-Horn-Band-Eyes-Of-Texas-Texas-Taps/release/10142075
1995-09-08,SPACE SHUTTLE,STS-69,Elvis Presley,Hound Dog,,Rock,Rock & Roll,1984.0,https://api.discogs.com/masters/624239,https://www.discogs.com/Elvis-Presley-Hound-Dog/master/624239
1995-09-09,SPACE SHUTTLE,STS-69,Unidentified,Theme From Scooby Doo,,,,,,
1995-09-10,SPACE SHUTTLE,STS-69,Madeline Cockrell's (Pilot Kenneth Cockrell's five-year-old daughter) kindergarten class,Bingo,,,,,,
1995-09-11,SPACE SHUTTLE,STS-69,Unidentified,Theme From Rin Tin Tin,,,,,,
1995-09-12,SPACE SHUTTLE,STS-69,The Beatles,A Hard Day's Night,,Rock,Beat,2000.0,,https://www.discogs.com/The-Beatles-A-Hard-Days-Night-A-Hard-Days-Night/release/3591853
1995-09-13,SPACE SHUTTLE,STS-69,Unidentified,Theme From The Film Patton,a tribute to Jim Voss who was promoted to the rank of Colonel in the U.S. Army.,,,,,
1995-09-14,SPACE SHUTTLE,STS-69,Unidentified,"Theme From Cartoon Tv Show, Underdog",attribute to Mike Gernhardt who has the same nickname.,,,,,
1995-09-15,SPACE SHUTTLE,STS-69,Peggy Lee,He's A Tramp From The Cartoon Movie Lady And The Tramp,,,,,,
1995-09-16,SPACE SHUTTLE,STS-69,Frankie Valli and the 4 Seasons,Walk Like A Man,,,,,,
1995-09-17,SPACE SHUTTLE,STS-69,Vince Guaraldi,"Snoopy's Theme From Animated Cartoon Tv Show, Peanuts.",,,,,,
1995-11-13,SPACE SHUTTLE,STS-74,Tchaikovsky,Dance Of The Flowers,Referring to orbital ballet Atlantis will perform to dock with Mir.,Classical,,,,https://www.discogs.com/The-Royal-Philharmonic-Orchestra-Sir-Thomas-Beecham-Bart-Tchaikovsky-Waltz-Of-The-FlowersDance-Of-Th/release/7358177
1995-11-14,SPACE SHUTTLE,STS-74,Bill Conti,Yeager's Triumph From The Right Stuff,,,,,,
1995-11-15,SPACE SHUTTLE,STS-74,Judy Garland,Somewhere Over The Rainbow,,Stage & Screen,Musical,2001.0,,https://www.discogs.com/Judy-Garland-Somewhere-Over-The-Rainbow/release/2763466
1995-11-16,SPACE SHUTTLE,STS-74,Johann Strauss II,Blue Danube,,,,,,
1995-11-17,SPACE SHUTTLE,STS-74,Stan Rogers.,Northwest Passage,,"Folk, World, & Country",Folk,,https://api.discogs.com/masters/372866,https://www.discogs.com/Stan-Rogers-Northwest-Passage/release/11865335
1995-11-18,SPACE SHUTTLE,STS-74,Unidentified,Do Wah Diddy Diddy,performed as as a drill team chant cadence.,Rock,Rock & Roll,1966.0,,https://www.discogs.com/Metro-Egy%C3%BCttes-Do-Wah-Diddy-Diddy/release/4203054
1995-11-19,SPACE SHUTTLE,STS-74,Micky Erbe and Maribeth Solomon,"Theme From The Imax Film, The Dream Is Alive.",,,,,,
1996-01-12,SPACE SHUTTLE,STS-72,John Williams,Star Wars (Main Title),,Jazz,Fusion,1977.0,https://api.discogs.com/masters/226227,https://www.discogs.com/John-Williams-4-The-London-Symphony-Orchestra-Cantina-Band-Main-Title-Star-Wars/release/2582867
1996-01-13,SPACE SHUTTLE,STS-72,Unidentified,Sea In Springtime (Traditional Japanese Song),for Koichi Wakata and SFU retrieval.,,,,,
1996-01-14,SPACE SHUTTLE,STS-72,Unidentified,Theme From The Original Godzilla Film,,,,,,
1996-01-15,SPACE SHUTTLE,STS-72,James Horner,Theme From Star Trek,,Electronic,Score,1984.0,https://api.discogs.com/masters/693380,https://www.discogs.com/James-Horner-Star-Trek-III-The-Search-For-Spock-Theme-From-Star-Trek-III/release/3248101
1996-01-16,SPACE SHUTTLE,STS-72,The Royal Guardsmen,Smallest Astronaut,,Rock,Pop Rock,1978.0,https://api.discogs.com/masters/616333,https://www.discogs.com/The-Royal-Guardsmen-Barry-Winslow-Snoopys-Christmas-The-Smallest-Astronaut/release/10196641
1996-01-17,SPACE SHUTTLE,STS-72,Unidentified,"Heigh-Ho, Heigh-Ho, It's Off To Work We Go",,,,,,
1996-01-18,SPACE SHUTTLE,STS-72,Sheryl Crow,All I Wanna Do,,Rock,Blues Rock,1994.0,https://api.discogs.com/masters/130276,https://www.discogs.com/Sheryl-Crow-All-I-Wanna-Do/master/130276
1996-01-19,SPACE SHUTTLE,STS-72,John Williams,Darth Vader's Theme,,Stage & Screen,Soundtrack,1997.0,https://api.discogs.com/masters/210189,https://www.discogs.com/John-Williams-The-Imperial-March-Darth-Vaders-Theme/release/10774083
1996-01-20,SPACE SHUTTLE,STS-72,Micky Erbe and Maribeth Solomon,"Theme From The Imax Film, The Dream Is Alive.",,,,,,
1996-03-23,SPACE SHUTTLE,STS-76,Enya,Anywhere Is...,for Rick Searfoss.,Electronic,Modern Classical,1995.0,https://api.discogs.com/masters/27450,https://www.discogs.com/Enya-Anywhere-Is/master/27450
1996-03-24,SPACE SHUTTLE,STS-76,Unidentified,When The Roll Is Called Up Yonder,referring to Shannon Lucid's arrival the next day.,Pop,Vocal,1913.0,,https://www.discogs.com/Edison-Mixed-Quar-When-The-Roll-Is-Called-Up-Yonder/release/10164574
1996-03-25,SPACE SHUTTLE,STS-76,"Haydn, recorded by the Houston Choral Society","Awake, The Harp",for Mission Specialist Ron Sega.,,,,,
1996-03-26,SPACE SHUTTLE,STS-76,Max Q,Another Saturday Night,,,,,,
1996-03-27,SPACE SHUTTLE,STS-76,Brandon and Richard Clifford,Free Flying,for father Michael Clifford's spacewalk that day.,,,,,
1996-03-28,SPACE SHUTTLE,STS-76,"Brass, Rhythm and Reed",Jumpin' At The Woodside,,,,,,
1996-03-29,SPACE SHUTTLE,STS-76,John Philip Sousa,Stars And Stripes Forever,,Brass & Military,Marches,1997.0,,https://www.discogs.com/John-Philip-Sousa-Stars-and-Stripes-Forever/release/10589181
1996-05-20,SPACE SHUTTLE,STS-77,Unidentified,Off We Go Into The Wild Blue Yonder,"in honor of Commander John H. Casper, an Air Force Colonel, and pilot Curtis L.Brown, an Air Force Lieutenant Colonel.",,,,,
1996-05-21,SPACE SHUTTLE,STS-77,The Fifth Dimension,"Up, Up And Away",in honor of the Inflatable Antenna Experiment conducted yesterday as part of the Spartan mission.,Jazz,Jazz-Rock,1967.0,https://api.discogs.com/masters/99371,https://www.discogs.com/The-5th-Dimension-Up-Up-And-Away/release/7909362
1996-05-22,SPACE SHUTTLE,STS-77,Unidentified,Anchors Aweigh,,,,,,
1996-05-23,SPACE SHUTTLE,STS-77,Unidentified,Milky Way,"a children's song provided by Casper's wife, Chris.",,,,,https://www.discogs.com/artist/1112738-MilkyWay
1996-05-24,SPACE SHUTTLE,STS-77,Gloria Estefan,"Hold Me, Thrill Me, Kiss Me",requested by Curt Brown's fiancee.,Electronic,Ballad,1994.0,https://api.discogs.com/masters/104937,https://www.discogs.com/Gloria-Estefan-Hold-Me-Thrill-Me-Kiss-Me/release/2279014
1996-05-25,SPACE SHUTTLE,STS-77,Men At Work,Down Under,in honor of Australian-born Mission Specialist Andy Thomas,Rock,Pop Rock,1981.0,https://api.discogs.com/masters/88211,https://www.discogs.com/Men-At-Work-Down-Under/master/88211
1996-05-26,SPACE SHUTTLE,STS-77,Tigger and his friends from Winnie the Pooh sing-a-long,"Up Down, And Touch The Ground",,,,,,
